player_id,first,last,name,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,pos,rosterstatus,from_year,dleague_flag,draft_year,draft_round,draft_number,team_id,team_id2,team,team2
1713,Vince,Carter,V. Carter,19770126,North Carolina,USA,North Carolina/USA,6-6,220.0,22,15.0,Guard,Inactive,1998.0,N,1998,1.0,5.0,1610612737,0,ATL,
2037,Jamal,Crawford,J. Crawford,19800320,Michigan,USA,Michigan/USA,6-5,200.0,20,1.0,Guard,Inactive,2000.0,N,2000,1.0,8.0,1610612751,0,BKN,
2544,LeBron,James,L. James,19841230,St. Vincent-St. Mary HS (OH),USA,St. Vincent-St. Mary HS (OH)/USA,6-9,250.0,17,23.0,Forward,Active,2003.0,N,2003,1.0,1.0,1610612747,0,LAL,
2546,Carmelo,Anthony,C. Anthony,19840529,Syracuse,USA,Syracuse/USA,6-7,238.0,17,0.0,Forward,Active,2003.0,N,2003,1.0,3.0,1610612757,0,POR,
2594,Kyle,Korver,K. Korver,19810317,Creighton,USA,Creighton/USA,6-7,212.0,17,26.0,Guard,Inactive,2003.0,N,2003,2.0,51.0,1610612749,0,MIL,
2730,Dwight,Howard,D. Howard,19851208,SW Atlanta Christian Academy (GA),USA,SW Atlanta Christian Academy (GA)/USA,6-10,265.0,16,39.0,Center,Active,2004.0,N,2004,1.0,1.0,1610612747,0,LAL,
2738,Andre,Iguodala,A. Iguodala,19840128,Arizona,USA,Arizona/USA,6-6,215.0,16,28.0,Guard,Active,2004.0,N,2004,1.0,9.0,1610612748,0,MIA,
2747,JR,Smith,J. Smith,19850909,,USA,No College/USA,6-6,220.0,16,21.0,Guard,Inactive,2004.0,N,2004,1.0,18.0,1610612747,0,LAL,
2772,Trevor,Ariza,T. Ariza,19850630,UCLA,USA,UCLA/USA,6-8,215.0,16,8.0,Forward,Active,2004.0,N,2004,2.0,43.0,1610612758,0,SAC,
101107,Marvin,Williams,M. Williams,19860619,North Carolina,USA,North Carolina/USA,6-8,237.0,15,20.0,Forward,Inactive,2005.0,N,2005,1.0,2.0,1610612749,0,MIL,
101108,Chris,Paul,C. Paul,19850506,Wake Forest,USA,Wake Forest/USA,6-0,175.0,15,3.0,Guard,Active,2005.0,N,2005,1.0,4.0,1610612760,0,OKC,
101133,Ian,Mahinmi,I. Mahinmi,19861105,Pau Orthez,France,Pau Orthez/France,6-11,262.0,12,28.0,Center,Inactive,2007.0,Y,2005,1.0,28.0,1610612764,0,WAS,
101139,CJ,Miles,C. Miles,19870318,,USA,Skyline HS (TX)/USA,6-6,220.0,14,,Guard,Inactive,2005.0,Y,2005,2.0,34.0,1610612764,0,WAS,
101141,Ersan,Ilyasova,E. Ilyasova,19870515,FC Barcelona,Turkey,FC Barcelona/Turkey,6-9,235.0,12,77.0,Forward,Active,2006.0,Y,2005,2.0,36.0,1610612749,0,MIL,
101150,Lou,Williams,L. Williams,19861027,South Gwinnett HS (GA),USA,South Gwinnett HS (GA)/USA,6-1,175.0,15,6.0,Guard,Active,2005.0,Y,2005,2.0,45.0,1610612746,0,LAC,
200746,LaMarcus,Aldridge,L. Aldridge,19850719,University of Texas at Austin,USA,Texas-Austin/USA,6-11,250.0,14,,Center,Inactive,2006.0,N,2006,1.0,2.0,1610612759,0,SAS,
200752,Rudy,Gay,R. Gay,19860817,Connecticut,USA,Connecticut/USA,6-8,250.0,14,22.0,Forward,Active,2006.0,N,2006,1.0,8.0,1610612759,0,SAS,
200755,JJ,Redick,J. Redick,19840624,Duke,USA,Duke/USA,6-3,200.0,14,17.0,Guard,Active,2006.0,N,2006,1.0,11.0,1610612740,0,NOP,
200757,Thabo,Sefolosha,T. Sefolosha,19840502,,Switzerland,Angelico Biella/Switzerland,6-6,215.0,14,18.0,Forward,Inactive,2006.0,N,2006,1.0,13.0,1610612745,0,HOU,
200765,Rajon,Rondo,R. Rondo,19860222,Kentucky,USA,Kentucky/USA,6-1,180.0,14,4.0,Guard,Active,2006.0,N,2006,1.0,21.0,1610612747,0,LAL,
200768,Kyle,Lowry,K. Lowry,19860325,Villanova,USA,Villanova/USA,6-0,196.0,14,7.0,Guard,Active,2006.0,N,2006,1.0,24.0,1610612761,0,TOR,
200782,P.J.,Tucker,P. Tucker,19850505,Texas-Austin,USA,Texas-Austin/USA,6-5,245.0,9,17.0,Forward,Active,2006.0,Y,2006,2.0,35.0,1610612745,0,HOU,
200794,Paul,Millsap,P. Millsap,19850210,Louisiana Tech,USA,Louisiana Tech/USA,6-7,257.0,14,4.0,Forward,Active,2006.0,N,2006,2.0,47.0,1610612743,0,DEN,
200826,J.J.,Barea,J. Barea,19840626,Northeastern,Puerto Rico,Northeastern/Puerto Rico,5-10,180.0,14,5.0,Guard,Inactive,2006.0,Y,Undrafted,,,1610612742,0,DAL,
201143,Al,Horford,A. Horford,19860603,Florida,Dominican Republic,Florida/Dominican Republic,6-9,240.0,13,42.0,Center,Active,2007.0,N,2007,1.0,3.0,1610612755,0,PHI,
201144,Mike,Conley,M. Conley,19871011,Ohio State,USA,Ohio State/USA,6-1,175.0,13,10.0,Guard,Active,2007.0,N,2007,1.0,4.0,1610612762,0,UTA,
201145,Jeff,Green,J. Green,19860828,Georgetown,USA,Georgetown/USA,6-8,235.0,12,8.0,Forward,Active,2007.0,N,2007,1.0,5.0,1610612762,1610612745,UTA,HOU
201147,Corey,Brewer,C. Brewer,19860305,Florida,USA,Florida/USA,6-9,188.0,13,13.0,Guard,Inactive,2007.0,N,2007,1.0,7.0,1610612758,0,SAC,
201149,Joakim,Noah,J. Noah,19850225,Florida,USA,Florida/USA,6-11,232.0,13,55.0,Forward,Inactive,2007.0,Y,2007,1.0,9.0,1610612746,0,LAC,
201152,Thaddeus,Young,T. Young,19880621,Georgia Tech,USA,Georgia Tech/USA,6-8,235.0,13,21.0,Forward,Active,2007.0,N,2007,1.0,12.0,1610612741,0,CHI,
201158,Marco,Belinelli,M. Belinelli,19860325,Fortitudo Bologna,Italy,Fortitudo Bologna/Italy,6-5,220.0,13,18.0,Guard,Inactive,2007.0,N,2007,1.0,18.0,1610612759,0,SAS,
201162,Jared,Dudley,J. Dudley,19850710,Boston College,USA,Boston College/USA,6-6,237.0,13,10.0,Forward,Active,2007.0,N,2007,1.0,22.0,1610612747,0,LAL,
201163,Wilson,Chandler,W. Chandler,19870510,DePaul,USA,DePaul/USA,6-8,235.0,12,21.0,Forward,Inactive,2007.0,N,2007,1.0,23.0,1610612751,0,BKN,
201188,Marc,Gasol,M. Gasol,19850129,FC Barcelona,Spain,FC Barcelona/Spain,6-11,255.0,12,14.0,Center,Active,2008.0,N,2007,2.0,48.0,1610612761,0,TOR,
201229,Anthony,Tolliver,A. Tolliver,19850601,Creighton,USA,Creighton/USA,6-8,240.0,12,43.0,Forward,Active,2008.0,Y,Undrafted,,,1610612757,1610612763,POR,MEM
201565,Derrick,Rose,D. Rose,19881004,Memphis,USA,Memphis/USA,6-2,200.0,11,4.0,Guard,Active,2008.0,N,2008,1.0,1.0,1610612765,0,DET,
201566,Russell,Westbrook,R. Westbrook,19881112,UCLA,USA,UCLA/USA,6-3,200.0,12,4.0,Guard,Active,2008.0,N,2008,1.0,4.0,1610612745,0,HOU,
201567,Kevin,Love,K. Love,19880907,UCLA,USA,UCLA/USA,6-8,251.0,12,0.0,Forward,Active,2008.0,N,2008,1.0,5.0,1610612739,0,CLE,
201568,Danilo,Gallinari,D. Gallinari,19880808,Olimpia Milano,Italy,Olimpia Milano/Italy,6-10,233.0,11,8.0,Forward,Active,2008.0,N,2008,1.0,6.0,1610612760,0,OKC,
201569,Eric,Gordon,E. Gordon,19881225,Indiana,USA,Indiana/USA,6-3,215.0,12,10.0,Guard,Active,2008.0,N,2008,1.0,7.0,1610612745,0,HOU,
201571,D.J.,Augustin,D. Augustin,19871110,Texas-Austin,USA,Texas-Austin/USA,5-11,183.0,12,14.0,Guard,Active,2008.0,N,2008,1.0,9.0,1610612753,0,ORL,
201572,Brook,Lopez,B. Lopez,19880401,Stanford,USA,Stanford/USA,7-0,282.0,12,11.0,Center,Active,2008.0,N,2008,1.0,10.0,1610612749,0,MIL,
201577,Robin,Lopez,R. Lopez,19880401,Stanford,USA,Stanford/USA,7-0,281.0,12,15.0,Center,Active,2008.0,N,2008,1.0,15.0,1610612749,0,MIL,
201580,JaVale,McGee,J. McGee,19880119,Nevada-Reno,USA,Nevada-Reno/USA,7-0,270.0,12,34.0,Center,Active,2008.0,N,2008,1.0,18.0,1610612747,0,LAL,
201586,Serge,Ibaka,S. Ibaka,19890918,Ricoh Manresa,Republic of the Congo,Ricoh Manresa/Republic of the Congo,6-10,235.0,11,9.0,Forward,Active,2009.0,N,2008,1.0,24.0,1610612761,0,TOR,
201587,Nicolas,Batum,N. Batum,19881214,Le Mans,France,Le Mans/France,6-8,230.0,12,33.0,Guard,Active,2008.0,N,2008,1.0,25.0,1610612766,0,CHA,
201588,George,Hill,G. Hill,19860504,Indiana-Purdue Indianapolis,USA,Indiana-Purdue Indianapolis/USA,6-4,188.0,12,33.0,Guard,Active,2008.0,N,2008,1.0,26.0,1610612749,0,MIL,
201601,Luc,Mbah a Moute,L. Mbah a Moute,19860909,UCLA,Cameroon,UCLA/Cameroon,6-8,230.0,12,12.0,Forward,Inactive,2008.0,N,2008,2.0,37.0,1610612745,0,HOU,
201609,Goran,Dragic,G. Dragic,19860506,Union Olimpija,Slovenia,Union Olimpija/Slovenia,6-3,190.0,12,7.0,Guard,Active,2008.0,N,2008,2.0,45.0,1610612748,0,MIA,
201933,Blake,Griffin,B. Griffin,19890316,Oklahoma,USA,Oklahoma/USA,6-9,250.0,10,2.0,Forward,Active,2009.0,N,2009,1.0,1.0,1610612765,0,DET,
201935,James,Harden,J. Harden,19890826,Arizona State,USA,Arizona State/USA,6-5,220.0,11,13.0,Guard,Active,2009.0,N,2009,1.0,3.0,1610612745,0,HOU,
201937,Ricky,Rubio,R. Rubio,19901021,FC Barcelona,Spain,FC Barcelona/Spain,6-3,190.0,9,9.0,Guard,Active,2011.0,N,2009,1.0,5.0,1610612756,0,PHX,
201942,DeMar,DeRozan,D. DeRozan,19890807,Southern California,USA,Southern California/USA,6-6,220.0,11,10.0,Guard,Active,2009.0,N,2009,1.0,9.0,1610612759,0,SAS,
201949,James,Johnson,J. Johnson,19870220,Wake Forest,USA,Wake Forest/USA,6-7,240.0,11,16.0,Forward,Active,2009.0,Y,2009,1.0,16.0,1610612748,0,MIA,
201950,Jrue,Holiday,J. Holiday,19900612,UCLA,USA,UCLA/USA,6-3,205.0,11,21.0,Guard,Active,2009.0,N,2009,1.0,17.0,1610612740,0,NOP,
201952,Jeff,Teague,J. Teague,19880610,Wake Forest,USA,Wake Forest/USA,6-3,195.0,11,5.0,Guard,Active,2009.0,N,2009,1.0,19.0,1610612750,1610612737,MIN,ATL
201959,Taj,Gibson,T. Gibson,19850624,Southern California,USA,Southern California/USA,6-9,232.0,11,67.0,Forward,Active,2009.0,N,2009,1.0,26.0,1610612752,0,NYK,
201960,DeMarre,Carroll,D. Carroll,19860727,Missouri,USA,Missouri/USA,6-6,215.0,11,9.0,Forward,Inactive,2009.0,Y,2009,1.0,27.0,1610612759,1610612745,SAS,HOU
201961,Wayne,Ellington,W. Ellington,19871129,North Carolina,USA,North Carolina/USA,6-4,207.0,11,8.0,Guard,Active,2009.0,N,2009,1.0,28.0,1610612752,0,NYK,
201976,Patrick,Beverley,P. Beverley,19880712,Arkansas,USA,Arkansas/USA,6-1,180.0,8,21.0,Guard,Active,2012.0,Y,2009,2.0,42.0,1610612746,0,LAC,
201980,Danny,Green,D. Green,19870622,North Carolina,USA,North Carolina/USA,6-6,215.0,11,14.0,Guard,Active,2009.0,Y,2009,2.0,46.0,1610612747,0,LAL,
201988,Patty,Mills,P. Mills,19880811,St.Mary's College of California,Australia,St.Mary's College of California/Australia,6-1,180.0,11,8.0,Guard,Active,2009.0,Y,2009,2.0,55.0,1610612759,0,SAS,
202066,Garrett,Temple,G. Temple,19860508,Louisiana State,USA,Louisiana State/USA,6-5,195.0,10,17.0,Guard,Active,2009.0,Y,Undrafted,,,1610612751,0,BKN,
202083,Wesley,Matthews,W. Matthews,19861014,Marquette,USA,Marquette/USA,6-4,220.0,11,9.0,Guard,Active,2009.0,N,Undrafted,,,1610612749,0,MIL,
202323,Evan,Turner,E. Turner,19881027,Ohio State,USA,Ohio State/USA,6-6,220.0,10,1.0,Guard,Inactive,2010.0,N,2010,1.0,2.0,1610612737,0,ATL,
202324,Derrick,Favors,D. Favors,19910715,Georgia Tech,USA,Georgia Tech/USA,6-9,265.0,10,15.0,Forward,Active,2010.0,N,2010,1.0,3.0,1610612740,0,NOP,
202329,Al-Farouq,Aminu,A. Aminu,19900921,Wake Forest,USA,Wake Forest/USA,6-8,220.0,10,5.0,Forward,Active,2010.0,N,2010,1.0,8.0,1610612753,0,ORL,
202330,Gordon,Hayward,G. Hayward,19900323,Butler,USA,Butler/USA,6-7,225.0,10,20.0,Forward,Active,2010.0,N,2010,1.0,9.0,1610612738,0,BOS,
202331,Paul,George,P. George,19900502,Fresno State,USA,Fresno State/USA,6-8,220.0,10,13.0,Forward,Active,2010.0,N,2010,1.0,10.0,1610612746,0,LAC,
202334,Ed,Davis,E. Davis,19890605,North Carolina,USA,North Carolina/USA,6-9,218.0,10,17.0,Center,Active,2010.0,Y,2010,1.0,13.0,1610612762,0,UTA,
202335,Patrick,Patterson,P. Patterson,19890314,Kentucky,USA,Kentucky/USA,6-8,235.0,10,54.0,Forward,Active,2010.0,Y,2010,1.0,14.0,1610612746,0,LAC,
202339,Eric,Bledsoe,E. Bledsoe,19891209,Kentucky,USA,Kentucky/USA,6-1,214.0,10,5.0,Guard,Active,2010.0,Y,2010,1.0,18.0,1610612749,0,MIL,
202340,Avery,Bradley,A. Bradley,19901126,Texas-Austin,USA,Texas-Austin/USA,6-3,180.0,10,9.0,Guard,Active,2010.0,Y,2010,1.0,19.0,1610612747,0,LAL,
202355,Hassan,Whiteside,H. Whiteside,19890613,Marshall,USA,Marshall/USA,7-0,265.0,8,20.0,Center,Active,2010.0,Y,2010,2.0,33.0,1610612757,0,POR,
202357,Nemanja,Bjelica,N. Bjelica,19880509,Fenerbahce,Serbia,Fenerbahce/Serbia,6-10,234.0,5,70.0,Forward,Active,2015.0,N,2010,2.0,35.0,1610612758,0,SAC,
202397,Ish,Smith,I. Smith,19880705,Wake Forest,USA,Wake Forest/USA,6-0,175.0,10,14.0,Guard,Active,2010.0,Y,Undrafted,,,1610612764,0,WAS,
202498,Lance,Thomas,L. Thomas,19880424,Duke,USA,Duke/USA,6-8,225.0,9,42.0,Forward,Inactive,2011.0,Y,Undrafted,,,1610612751,0,BKN,
202683,Enes,Kanter,E. Kanter,19920520,Fenerbahce,Turkey,Fenerbahce/Turkey,6-10,250.0,9,11.0,Center,Active,2011.0,N,2011,1.0,3.0,1610612738,0,BOS,
202684,Tristan,Thompson,T. Thompson,19910313,Texas-Austin,Canada,Texas-Austin/Canada,6-9,254.0,9,13.0,Center,Active,2011.0,N,2011,1.0,4.0,1610612739,0,CLE,
202685,Jonas,Valanciunas,J. Valanciunas,19920506,Lietuvos rytas Vilnius,Lithuania,Lietuvos rytas Vilnius/Lithuania,6-11,265.0,8,17.0,Center,Active,2012.0,N,2011,1.0,5.0,1610612763,0,MEM,
202687,Bismack,Biyombo,B. Biyombo,19920828,Baloncesto Fuenlabrada,DRC,Baloncesto Fuenlabrada/DRC,6-8,255.0,9,8.0,Center,Active,2011.0,N,2011,1.0,7.0,1610612766,0,CHA,
202688,Brandon,Knight,B. Knight,19911202,Kentucky,USA,Kentucky/USA,6-2,182.0,8,20.0,Guard,Inactive,2011.0,Y,2011,1.0,8.0,1610612739,0,CLE,
202689,Kemba,Walker,K. Walker,19900508,Connecticut,USA,Connecticut/USA,6-0,184.0,9,8.0,Guard,Active,2011.0,N,2011,1.0,9.0,1610612738,0,BOS,
202692,Alec,Burks,A. Burks,19910720,Colorado,USA,Colorado/USA,6-6,214.0,9,18.0,Guard,Active,2011.0,Y,2011,1.0,12.0,1610612744,1610612755,GSW,PHI
202693,Markieff,Morris,M. Morris,19890902,Kansas,USA,Kansas/USA,6-9,245.0,9,88.0,Forward,Active,2011.0,N,2011,1.0,13.0,1610612765,1610612747,DET,LAL
202694,Marcus,Morris Sr.,M. Morris Sr.,19890902,Kansas,USA,Kansas/USA,6-8,218.0,9,8.0,Forward,Active,2011.0,Y,2011,1.0,14.0,1610612752,1610612746,NYK,LAC
202695,Kawhi,Leonard,K. Leonard,19910629,San Diego State,USA,San Diego State/USA,6-7,225.0,9,2.0,Forward,Active,2011.0,N,2011,1.0,15.0,1610612746,0,LAC,
202696,Nikola,Vucevic,N. Vucevic,19901024,Southern California,Montenegro,Southern California/Montenegro,6-11,260.0,9,9.0,Center,Active,2011.0,N,2011,1.0,16.0,1610612753,0,ORL,
202699,Tobias,Harris,T. Harris,19920715,Tennessee,USA,Tennessee/USA,6-8,226.0,9,12.0,Forward,Active,2011.0,N,2011,1.0,19.0,1610612755,0,PHI,
202704,Reggie,Jackson,R. Jackson,19900416,Boston College,USA,Boston College/USA,6-2,208.0,9,1.0,Guard,Active,2011.0,Y,2011,1.0,24.0,1610612765,1610612746,DET,LAC
202709,Cory,Joseph,C. Joseph,19910820,Texas-Austin,Canada,Texas-Austin/Canada,6-3,200.0,9,18.0,Guard,Active,2011.0,Y,2011,1.0,29.0,1610612758,0,SAC,
202710,Jimmy,Butler,J. Butler,19890914,Marquette,USA,Marquette/USA,6-7,230.0,9,22.0,Forward,Active,2011.0,N,2011,1.0,30.0,1610612748,0,MIA,
202711,Bojan,Bogdanovic,B. Bogdanovic,19890418,Fenerbahce,Croatia,Fenerbahce/Croatia,6-7,226.0,6,44.0,Forward,Active,2014.0,N,2011,2.0,31.0,1610612762,0,UTA,
202722,Davis,Bertans,D. Bertans,19921112,Baskonia,Latvia,Baskonia/Latvia,6-10,225.0,4,42.0,Forward,Active,2016.0,Y,2011,2.0,42.0,1610612764,0,WAS,
202734,E'Twaun,Moore,E. Moore,19890225,Purdue,USA,Purdue/USA,6-3,191.0,9,55.0,Guard,Active,2011.0,N,2011,2.0,55.0,1610612740,0,NOP,
202738,Isaiah,Thomas,I. Thomas,19890207,Washington,USA,Washington/USA,5-9,185.0,9,4.0,Guard,Inactive,2011.0,N,2011,2.0,60.0,1610612764,0,WAS,
202954,Brad,Wanamaker,B. Wanamaker,19890725,Pittsburgh,USA,Pittsburgh/USA,6-3,210.0,2,9.0,Guard,Active,2018.0,Y,Undrafted,,,1610612738,0,BOS,
203076,Anthony,Davis,A. Davis,19930311,Kentucky,USA,Kentucky/USA,6-10,253.0,8,3.0,Forward,Active,2012.0,N,2012,1.0,1.0,1610612747,0,LAL,
203077,Michael,Kidd-Gilchrist,M. Kidd-Gilchrist,19930926,Kentucky,USA,Kentucky/USA,6-6,232.0,8,9.0,Forward,Inactive,2012.0,N,2012,1.0,2.0,1610612766,1610612742,CHA,DAL
203078,Bradley,Beal,B. Beal,19930628,Florida,USA,Florida/USA,6-3,207.0,8,3.0,Guard,Active,2012.0,N,2012,1.0,3.0,1610612764,0,WAS,
203079,Dion,Waiters,D. Waiters,19911210,Syracuse,USA,Syracuse/USA,6-3,210.0,8,18.0,Guard,Inactive,2012.0,N,2012,1.0,4.0,1610612747,0,LAL,
203081,Damian,Lillard,D. Lillard,19900715,Weber State,USA,Weber State/USA,6-2,195.0,8,0.0,Guard,Active,2012.0,N,2012,1.0,6.0,1610612757,0,POR,
203082,Terrence,Ross,T. Ross,19910205,Washington,USA,Washington/USA,6-6,206.0,8,31.0,Guard,Active,2012.0,N,2012,1.0,8.0,1610612753,0,ORL,
203083,Andre,Drummond,A. Drummond,19930810,Connecticut,USA,Connecticut/USA,6-10,279.0,8,2.0,Center,Active,2012.0,N,2012,1.0,9.0,1610612765,1610612739,DET,CLE
203084,Harrison,Barnes,H. Barnes,19920530,North Carolina,USA,North Carolina/USA,6-8,225.0,8,40.0,Forward,Active,2012.0,N,2012,1.0,7.0,1610612758,0,SAC,
203085,Austin,Rivers,A. Rivers,19920801,Duke,USA,Duke/USA,6-4,200.0,8,25.0,Guard,Active,2012.0,N,2012,1.0,10.0,1610612745,0,HOU,
203086,Meyers,Leonard,M. Leonard,19920227,Illinois,USA,Illinois/USA,7-0,260.0,8,,Forward,Inactive,2012.0,N,2012,1.0,11.0,1610612748,0,MIA,
203087,Jeremy,Lamb,J. Lamb,19920530,Connecticut,USA,Connecticut/USA,6-5,180.0,8,26.0,Guard,Active,2012.0,Y,2012,1.0,12.0,1610612754,0,IND,
203089,John,Henson,J. Henson,19901228,North Carolina,USA,North Carolina/USA,6-9,219.0,8,31.0,Forward,Inactive,2012.0,N,2012,1.0,14.0,1610612739,1610612765,CLE,DET
203090,Maurice,Harkless,M. Harkless,19930511,St. John's,USA,St. John's/USA,6-7,220.0,8,8.0,Forward,Active,2012.0,N,2012,1.0,15.0,1610612746,1610612752,LAC,NYK
203092,Tyler,Zeller,T. Zeller,19900117,North Carolina,USA,North Carolina/USA,6-11,250.0,8,40.0,Forward,Inactive,2012.0,N,2012,1.0,17.0,1610612759,0,SAS,
