player_id,first,last,name,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,pos,rosterstatus,from_year,dleague_flag,draft_year,draft_round,draft_number,team_id,team_id2,team,team2
203095,Evan,Fournier,E. Fournier,19921029,Poitiers Basket 86,France,Poitiers Basket 86/France,6-7,205.0,8,94.0,Guard,Active,2012.0,N,2012,1.0,20.0,1610612753,0,ORL,
203107,Tomas,Satoransky,T. Satoransky,19911030,FC Barcelona,Czech Republic,FC Barcelona/Czech Republic,6-7,210.0,4,31.0,Guard,Active,2016.0,N,2012,2.0,32.0,1610612741,0,CHI,
203109,Jae,Crowder,J. Crowder,19900706,Marquette,USA,Marquette/USA,6-6,235.0,8,99.0,Forward,Active,2012.0,Y,2012,2.0,34.0,1610612763,1610612748,MEM,MIA
203110,Draymond,Green,D. Green,19900304,Michigan State,USA,Michigan State/USA,6-6,230.0,8,23.0,Forward,Active,2012.0,N,2012,2.0,35.0,1610612744,0,GSW,
203114,Khris,Middleton,K. Middleton,19910812,Texas A&M,USA,Texas A&M/USA,6-7,222.0,8,22.0,Forward,Active,2012.0,Y,2012,2.0,39.0,1610612749,0,MIL,
203115,Will,Barton,W. Barton,19910106,Memphis,USA,Memphis/USA,6-6,181.0,8,5.0,Guard,Active,2012.0,Y,2012,2.0,40.0,1610612743,0,DEN,
203118,Mike,Scott,M. Scott,19880716,Virginia,USA,Virginia/USA,6-7,237.0,8,1.0,Forward,Active,2012.0,Y,2012,2.0,43.0,1610612755,0,PHI,
203124,Kyle,O'Quinn,K. O'Quinn,19900326,Norfolk State,USA,Norfolk State/USA,6-9,250.0,8,9.0,Center,Inactive,2012.0,N,2012,2.0,49.0,1610612755,0,PHI,
203145,Kent,Bazemore,K. Bazemore,19890701,Old Dominion,USA,Old Dominion/USA,6-4,195.0,8,26.0,Guard,Active,2012.0,Y,Undrafted,,,1610612757,1610612758,POR,SAC
203200,Justin,Holiday,J. Holiday,19890405,Washington,USA,Washington/USA,6-6,180.0,7,8.0,Forward,Active,2012.0,Y,Undrafted,,,1610612754,0,IND,
203210,JaMychal,Green,J. Green,19900621,Alabama,USA,Alabama/USA,6-8,227.0,6,0.0,Forward,Active,2014.0,Y,Undrafted,,,1610612746,0,LAC,
203382,Aron,Baynes,A. Baynes,19861209,Washington State,Australia,Washington State/Australia,6-10,260.0,8,46.0,Center,Active,2012.0,Y,Undrafted,,,1610612756,0,PHX,
203457,Nerlens,Noel,N. Noel,19940410,Kentucky,USA,Kentucky/USA,6-11,220.0,6,3.0,Center,Active,2013.0,N,2013,1.0,6.0,1610612760,0,OKC,
203458,Alex,Len,A. Len,19930616,Maryland,Ukraine,Maryland/Ukraine,7-0,250.0,7,27.0,Center,Active,2013.0,N,2013,1.0,5.0,1610612737,0,ATL,
203460,Andre,Roberson,A. Roberson,19911204,Colorado,USA,Colorado/USA,6-7,210.0,6,,Guard,Inactive,2013.0,Y,2013,1.0,26.0,1610612760,0,OKC,
203463,Ben,McLemore,B. McLemore,19930211,Kansas,USA,Kansas/USA,6-3,195.0,7,7.0,Guard,Active,2013.0,Y,2013,1.0,7.0,1610612745,0,HOU,
203468,CJ,McCollum,C. McCollum,19910919,Lehigh,USA,Lehigh/USA,6-3,190.0,7,3.0,Guard,Active,2013.0,Y,2013,1.0,10.0,1610612757,0,POR,
203469,Cody,Zeller,C. Zeller,19921005,Indiana,USA,Indiana/USA,6-11,240.0,7,40.0,Forward,Active,2013.0,N,2013,1.0,4.0,1610612766,0,CHA,
203471,Dennis,Schroder,D. Schroder,19930915,Braunschweig,Germany,Braunschweig/Germany,6-3,172.0,7,17.0,Guard,Active,2013.0,Y,2013,1.0,17.0,1610612760,0,OKC,
203473,Dewayne,Dedmon,D. Dedmon,19890812,Southern California,USA,Southern California/USA,7-0,245.0,7,21.0,Center,Active,2013.0,Y,Undrafted,,,1610612758,1610612737,SAC,ATL
203476,Gorgui,Dieng,G. Dieng,19900118,Louisville,Senegal,Louisville/Senegal,6-10,252.0,7,7.0,Center,Active,2013.0,N,2013,1.0,21.0,1610612750,1610612763,MIN,MEM
203482,Kelly,Olynyk,K. Olynyk,19910419,Gonzaga,Canada,Gonzaga/Canada,6-11,240.0,7,41.0,Forward,Active,2013.0,N,2013,1.0,13.0,1610612748,0,MIA,
203484,Kentavious,Caldwell-Pope,K. Caldwell-Pope,19930218,Georgia,USA,Georgia/USA,6-5,204.0,7,1.0,Guard,Active,2013.0,N,2013,1.0,8.0,1610612747,0,LAL,
203486,Mason,Plumlee,M. Plumlee,19900305,Duke,USA,Duke/USA,6-11,254.0,7,24.0,Forward,Active,2013.0,N,2013,1.0,22.0,1610612743,0,DEN,
203487,Michael,Carter-Williams,M. Carter-Williams,19911010,Syracuse,USA,Syracuse/USA,6-5,190.0,7,7.0,Guard,Active,2013.0,N,2013,1.0,11.0,1610612753,0,ORL,
203488,Mike,Muscala,M. Muscala,19910701,Bucknell,USA,Bucknell/USA,6-10,240.0,7,33.0,Forward,Active,2013.0,Y,2013,2.0,44.0,1610612760,0,OKC,
203493,Reggie,Bullock,R. Bullock,19910316,North Carolina,USA,North Carolina/USA,6-6,205.0,7,25.0,Guard,Active,2013.0,Y,2013,1.0,25.0,1610612752,0,NYK,
203496,Robert,Covington,R. Covington,19901214,Tennessee State,USA,Tennessee State/USA,6-7,209.0,7,23.0,Forward,Active,2013.0,Y,Undrafted,,,1610612750,1610612745,MIN,HOU
203497,Rudy,Gobert,R. Gobert,19920626,Cholet,France,Cholet/France,7-1,258.0,7,27.0,Center,Active,2013.0,Y,2013,1.0,27.0,1610612762,0,UTA,
203500,Steven,Adams,S. Adams,19930720,Pittsburgh,New Zealand,Pittsburgh/New Zealand,6-11,265.0,7,12.0,Center,Active,2013.0,N,2013,1.0,12.0,1610612760,0,OKC,
203501,Tim,Hardaway Jr.,T. Hardaway Jr.,19920316,Michigan,USA,Michigan/USA,6-5,205.0,7,11.0,Guard,Active,2013.0,Y,2013,1.0,24.0,1610612742,0,DAL,
203503,Tony,Snell,T. Snell,19911110,New Mexico,USA,New Mexico/USA,6-6,213.0,7,19.0,Guard,Active,2013.0,N,2013,1.0,20.0,1610612765,0,DET,
203504,Trey,Burke,T. Burke,19921112,Michigan,USA,Michigan/USA,6-0,185.0,7,3.0,Guard,Active,2013.0,Y,2013,1.0,9.0,1610612755,1610612742,PHI,DAL
203506,Victor,Oladipo,V. Oladipo,19920504,Indiana,USA,Indiana/USA,6-4,213.0,7,4.0,Guard,Active,2013.0,N,2013,1.0,2.0,1610612754,0,IND,
203507,Giannis,Antetokounmpo,G. Antetokounmpo,19941206,Filathlitikos,Greece,Filathlitikos/Greece,6-11,242.0,7,34.0,Forward,Active,2013.0,N,2013,1.0,15.0,1610612749,0,MIL,
203516,James,Ennis III,J. Ennis III,19900701,California State-Long Beach,USA,California State-Long Beach/USA,6-6,215.0,6,11.0,Forward,Active,2014.0,Y,2013,2.0,50.0,1610612755,1610612753,PHI,ORL
203521,Matthew,Dellavedova,M. Dellavedova,19900908,St.Mary's College of California,Australia,St.Mary's College of California/Australia,6-3,200.0,7,18.0,Guard,Active,2013.0,N,Undrafted,,,1610612739,0,CLE,
203524,Solomon,Hill,S. Hill,19910318,Arizona,USA,Arizona/USA,6-6,226.0,7,18.0,Forward,Active,2013.0,Y,2013,1.0,23.0,1610612763,1610612748,MEM,MIA
203526,Raul,Neto,R. Neto,19920519,Murcia,Brazil,Murcia/Brazil,6-1,180.0,5,19.0,Guard,Active,2015.0,Y,2013,2.0,47.0,1610612755,0,PHI,
203552,Seth,Curry,S. Curry,19900823,Duke,USA,Duke/USA,6-2,185.0,6,31.0,Guard,Active,2013.0,Y,Undrafted,,,1610612742,0,DAL,
203584,Troy,Daniels,T. Daniels,19910715,Virginia Commonwealth,USA,Virginia Commonwealth/USA,6-4,200.0,7,30.0,Guard,Inactive,2013.0,Y,Undrafted,,,1610612747,1610612743,LAL,DEN
203585,Rodney,McGruder,R. McGruder,19910729,Kansas State,USA,Kansas State/USA,6-4,205.0,4,17.0,Guard,Active,2016.0,Y,Undrafted,,,1610612746,0,LAC,
203648,Thanasis,Antetokounmpo,T. Antetokounmpo,19920718,Panathinaikos,Greece,Panathinaikos/Greece,6-6,219.0,2,43.0,Forward,Active,2015.0,Y,2014,2.0,51.0,1610612749,0,MIL,
203658,Norvel,Pelle,N. Pelle,19930203,Iona,USA,Iona/USA,6-10,231.0,1,14.0,Center,Active,2019.0,Y,Undrafted,,,1610612755,0,PHI,
203705,Josh,Magette,J. Magette,19891128,Alabama Huntsville,USA,Alabama-Huntsville/USA,6-1,160.0,1,,Guard,Inactive,2017.0,Y,2012,0.0,0.0,1610612753,0,ORL,
203894,Shabazz,Napier,S. Napier,19910714,Connecticut,USA,Connecticut/USA,6-0,175.0,6,5.0,Guard,Inactive,2014.0,Y,2014,1.0,24.0,1610612750,1610612764,MIN,WAS
203895,Jordan,McRae,J. McRae,19910328,Tennessee,USA,Tennessee/USA,6-5,179.0,4,52.0,Guard,Inactive,2015.0,Y,2014,2.0,58.0,1610612764,0,WAS,
203897,Zach,LaVine,Z. LaVine,19950310,UCLA,USA,UCLA/USA,6-5,200.0,6,8.0,Guard,Active,2014.0,N,2014,1.0,13.0,1610612741,0,CHI,
203901,Elfrid,Payton,E. Payton,19940222,Louisana-Lafayette,USA,Louisana-Lafayette/USA,6-3,195.0,6,6.0,Guard,Active,2014.0,N,2014,1.0,10.0,1610612752,0,NYK,
203903,Jordan,Clarkson,J. Clarkson,19920607,Missouri,USA,Missouri/USA,6-4,194.0,6,0.0,Guard,Active,2014.0,Y,2014,2.0,46.0,1610612739,1610612762,CLE,UTA
203914,Gary,Harris,G. Harris,19940914,Michigan State,USA,Michigan State/USA,6-4,210.0,6,14.0,Guard,Active,2014.0,N,2014,1.0,19.0,1610612743,0,DEN,
203915,Spencer,Dinwiddie,S. Dinwiddie,19930406,Colorado,USA,Colorado/USA,6-5,215.0,6,26.0,Guard,Active,2014.0,Y,2014,2.0,38.0,1610612751,0,BKN,
203918,Rodney,Hood,R. Hood,19921020,Duke,USA,Duke/USA,6-8,208.0,6,32.0,Guard,Active,2014.0,N,2014,1.0,23.0,1610612757,0,POR,
203920,Khem,Birch,K. Birch,19920928,UNLV,Canada,UNLV/Canada,6-9,233.0,3,24.0,Center,Active,2017.0,Y,Undrafted,,,1610612753,0,ORL,
203922,Glenn,Robinson III,G. Robinson III,19940108,Michigan,USA,Michigan/USA,6-6,222.0,6,,Forward,Inactive,2014.0,Y,2014,2.0,40.0,1610612744,1610612755,GSW,PHI
203924,Jerami,Grant,J. Grant,19940312,Syracuse,USA,Syracuse/USA,6-8,210.0,6,9.0,Forward,Active,2014.0,N,2014,2.0,39.0,1610612743,0,DEN,
203925,Joe,Harris,J. Harris,19910906,Virginia,USA,Virginia/USA,6-6,220.0,6,12.0,Guard,Active,2014.0,Y,2014,2.0,33.0,1610612751,0,BKN,
203926,Doug,McDermott,D. McDermott,19920103,Creighton,USA,Creighton/USA,6-7,225.0,6,20.0,Forward,Active,2014.0,N,2014,1.0,11.0,1610612754,0,IND,
203932,Aaron,Gordon,A. Gordon,19950916,Arizona,USA,Arizona/USA,6-8,235.0,6,50.0,Forward,Active,2014.0,N,2014,1.0,4.0,1610612753,0,ORL,
203933,T.J.,Warren,T. Warren,19930905,North Carolina State,USA,North Carolina State/USA,6-8,220.0,6,1.0,Forward,Active,2014.0,Y,2014,1.0,14.0,1610612754,0,IND,
203935,Marcus,Smart,M. Smart,19940306,Oklahoma State,USA,Oklahoma State/USA,6-3,220.0,6,36.0,Guard,Active,2014.0,Y,2014,1.0,6.0,1610612738,0,BOS,
203937,Kyle,Anderson,K. Anderson,19930920,UCLA,USA,UCLA/USA,6-9,230.0,6,1.0,Forward,Active,2014.0,Y,2014,1.0,30.0,1610612763,0,MEM,
203939,Dwight,Powell,D. Powell,19910720,Stanford,Canada,Stanford/Canada,6-10,240.0,6,7.0,Forward,Active,2014.0,Y,2014,2.0,45.0,1610612742,0,DAL,
203943,Noah,Vonleh,N. Vonleh,19950824,Indiana,USA,Indiana/USA,6-10,257.0,6,,Forward,Inactive,2014.0,Y,2014,1.0,9.0,1610612743,0,DEN,
203944,Julius,Randle,J. Randle,19941129,Kentucky,USA,Kentucky/USA,6-8,250.0,6,30.0,Forward,Active,2014.0,N,2014,1.0,7.0,1610612752,0,NYK,
203952,Andrew,Wiggins,A. Wiggins,19950223,Kansas,Canada,Kansas/Canada,6-7,197.0,6,22.0,Forward,Active,2014.0,N,2014,1.0,1.0,1610612750,1610612744,MIN,GSW
203953,Jabari,Parker,J. Parker,19950315,Duke,USA,Duke/USA,6-8,245.0,6,20.0,Forward,Active,2014.0,N,2014,1.0,2.0,1610612737,1610612758,ATL,SAC
203954,Joel,Embiid,J. Embiid,19940316,Kansas,Cameroon,Kansas/Cameroon,7-0,280.0,4,21.0,Center,Active,2014.0,N,2014,1.0,3.0,1610612755,0,PHI,
203957,Dante,Exum,D. Exum,19950713,Australian Institute of Sport,Australia,Australian Institute of Sport/Australia,6-5,214.0,5,5.0,Guard,Active,2014.0,N,2014,1.0,5.0,1610612762,0,UTA,
203960,JaKarr,Sampson,J. Sampson,19930320,St. John's,USA,St. John's/USA,6-7,214.0,5,14.0,Forward,Active,2014.0,Y,Undrafted,,,1610612754,0,IND,
203967,Dario,Saric,D. Saric,19940408,Anadolu Efes,Croatia,Anadolu Efes/Croatia,6-10,225.0,4,20.0,Forward,Active,2016.0,N,2014,1.0,12.0,1610612756,0,PHX,
203991,Clint,Capela,C. Capela,19940518,Elan Chalon,Switzerland,Elan Chalon/Switzerland,6-10,240.0,6,15.0,Center,Active,2014.0,Y,2014,1.0,25.0,1610612745,0,HOU,
203992,Bogdan,Bogdanovic,B. Bogdanovic,19920818,Fenerbahce,Serbia,Fenerbahce/Serbia,6-6,220.0,3,13.0,Guard,Active,2017.0,N,2014,1.0,27.0,1610612758,0,SAC,
203994,Jusuf,Nurkic,J. Nurkic,19940823,Cedevita,Bosnia and Herzegovina,Cedevita/Bosnia and Herzegovina,6-11,290.0,6,27.0,Center,Active,2014.0,N,2014,1.0,16.0,1610612757,0,POR,
203998,Bruno,Caboclo,B. Caboclo,19950921,,Brazil,Pinheiros/Brazil,6-9,218.0,6,,Forward,Inactive,2014.0,Y,2014,1.0,20.0,1610612763,1610612745,MEM,HOU
203999,Nikola,Jokic,N. Jokic,19950219,Mega Basket,Serbia,Mega Basket/Serbia,6-11,284.0,5,15.0,Center,Active,2015.0,N,2014,2.0,41.0,1610612743,0,DEN,
204001,Kristaps,Porzingis,K. Porzingis,19950802,Cajasol Sevilla,Latvia,Cajasol Sevilla/Latvia,7-3,240.0,4,6.0,Forward,Active,2015.0,N,2015,1.0,4.0,1610612742,0,DAL,
204020,Tyler,Johnson,T. Johnson,19920507,Fresno State,USA,Fresno State/USA,6-3,186.0,6,10.0,Guard,Active,2014.0,Y,Undrafted,,,1610612756,1610612751,PHX,BKN
204025,Tim,Frazier,T. Frazier,19901101,Penn State,USA,Penn State/USA,6-0,170.0,6,10.0,Guard,Active,2014.0,Y,Undrafted,,,1610612765,0,DET,
204038,Langston,Galloway,L. Galloway,19911209,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,6-1,200.0,6,2.0,Guard,Active,2014.0,Y,Undrafted,,,1610612765,0,DET,
204060,Joe,Ingles,J. Ingles,19871002,Maccabi Tel Aviv,Australia,Maccabi Tel Aviv/Australia,6-8,220.0,6,2.0,Forward,Active,2014.0,N,Undrafted,,,1610612762,0,UTA,
204456,T.J.,McConnell,T. McConnell,19920325,Arizona,USA,Arizona/USA,6-1,190.0,5,9.0,Guard,Active,2015.0,N,2015,0.0,,1610612754,0,IND,
1626143,Jahlil,Okafor,J. Okafor,19951215,Duke,USA,Duke/USA,6-10,270.0,5,13.0,Center,Active,2015.0,N,2015,1.0,3.0,1610612740,0,NOP,
1626144,Emmanuel,Mudiay,E. Mudiay,19960305,Guangdong,DRC,Guangdong/DRC,6-3,200.0,5,15.0,Guard,Inactive,2015.0,N,2015,1.0,7.0,1610612762,0,UTA,
1626145,Tyus,Jones,T. Jones,19960510,Duke,USA,Duke/USA,6-0,196.0,5,21.0,Guard,Active,2015.0,Y,2015,1.0,24.0,1610612763,0,MEM,
1626147,Justin,Anderson,J. Anderson,19931119,Virginia,USA,Virginia/USA,6-5,231.0,5,10.0,Forward,Inactive,2015.0,Y,2015,1.0,21.0,1610612751,0,BKN,
1626149,Montrezl,Harrell,M. Harrell,19940126,Louisville,USA,Louisville/USA,6-7,240.0,5,15.0,Forward,Active,2015.0,Y,2015,2.0,32.0,1610612746,0,LAC,
1626153,Delon,Wright,D. Wright,19920426,Utah,USA,Utah/USA,6-5,185.0,5,55.0,Guard,Active,2015.0,Y,2015,1.0,20.0,1610612742,0,DAL,
1626156,D'Angelo,Russell,D. Russell,19960223,Ohio State,USA,Ohio State/USA,6-4,193.0,5,0.0,Guard,Active,2015.0,N,2015,1.0,2.0,1610612744,0,GSW,
1626157,Karl-Anthony,Towns,K. Towns,19951115,Kentucky,USA,Kentucky/USA,6-11,248.0,5,32.0,Center,Active,2015.0,N,2015,1.0,1.0,1610612750,0,MIN,
1626158,Richaun,Holmes,R. Holmes,19931015,Bowling Green,USA,Bowling Green/USA,6-10,235.0,5,22.0,Forward,Active,2015.0,Y,2015,2.0,37.0,1610612758,0,SAC,
1626161,Willie,Cauley-Stein,W. Cauley-Stein,19930818,Kentucky,USA,Kentucky/USA,7-0,240.0,5,33.0,Center,Active,2015.0,N,2015,1.0,6.0,1610612744,0,GSW,
1626162,Kelly,Oubre Jr.,K. Oubre Jr.,19951209,Kansas,USA,Kansas/USA,6-7,203.0,5,12.0,Forward,Active,2015.0,N,2015,1.0,15.0,1610612756,0,PHX,
1626163,Frank,Kaminsky,F. Kaminsky,19930404,Wisconsin,USA,Wisconsin/USA,7-0,240.0,5,8.0,Forward,Active,2015.0,N,2015,1.0,9.0,1610612756,0,PHX,
1626164,Devin,Booker,D. Booker,19961030,Kentucky,USA,Kentucky/USA,6-5,206.0,5,1.0,Guard,Active,2015.0,N,2015,1.0,13.0,1610612756,0,PHX,
1626166,Cameron,Payne,C. Payne,19940808,Murray State,USA,Murray State/USA,6-1,183.0,5,15.0,Guard,Active,2015.0,Y,2015,1.0,14.0,1610612756,0,PHX,
1626167,Myles,Turner,M. Turner,19960324,Texas-Austin,USA,Texas-Austin/USA,6-11,250.0,5,33.0,Center,Active,2015.0,N,2015,1.0,11.0,1610612754,0,IND,
1626168,Trey,Lyles,T. Lyles,19951105,Kentucky,Canada,Kentucky/Canada,6-9,234.0,5,41.0,Forward,Active,2015.0,N,2015,1.0,12.0,1610612759,0,SAS,
1626169,Stanley,Johnson,S. Johnson,19960529,Arizona,USA,Arizona/USA,6-6,242.0,5,5.0,Forward,Active,2015.0,Y,2015,1.0,8.0,1610612761,0,TOR,
1626170,Jerian,Grant,J. Grant,19921009,Notre Dame,USA,Notre Dame/USA,6-4,198.0,5,22.0,Guard,Inactive,2015.0,Y,2015,1.0,19.0,1610612764,0,WAS,
1626171,Bobby,Portis,B. Portis,19950210,Arkansas,USA,Arkansas/USA,6-10,250.0,5,9.0,Forward,Active,2015.0,Y,2015,1.0,22.0,1610612752,0,NYK,
1626172,Kevon,Looney,K. Looney,19960206,UCLA,USA,UCLA/USA,6-9,222.0,5,5.0,Forward,Active,2015.0,Y,2015,1.0,30.0,1610612744,0,GSW,
1626174,Christian,Wood,C. Wood,19950927,UNLV,USA,UNLV/USA,6-10,214.0,4,35.0,Forward,Active,2015.0,Y,Undrafted,,,1610612765,0,DET,
1626178,Rondae,Hollis-Jefferson,R. Hollis-Jefferson,19950103,Arizona,USA,Arizona/USA,6-6,217.0,5,2.0,Forward,Active,2015.0,N,2015,1.0,23.0,1610612761,0,TOR,
1626179,Terry,Rozier,T. Rozier,19940317,Louisville,USA,Louisville/USA,6-1,190.0,5,3.0,Guard,Active,2015.0,Y,2015,1.0,16.0,1610612766,0,CHA,
1626181,Norman,Powell,N. Powell,19930525,UCLA,USA,UCLA/USA,6-3,215.0,5,24.0,Guard,Active,2015.0,Y,2015,2.0,46.0,1610612761,0,TOR,
1626184,Chasson,Randle,C. Randle,19930205,Stanford,USA,Stanford/USA,6-2,185.0,3,25.0,Guard,Active,2016.0,Y,2015,,,1610612744,0,GSW,
1626187,Michael,Frazier II,M. Frazier II,19940308,Florida,USA,Florida/USA,6-3,200.0,1,21.0,Guard,Inactive,2018.0,Y,Undrafted,,,1610612745,0,HOU,
1626188,Quinn,Cook,Q. Cook,19930323,Duke,USA,Duke/USA,6-1,180.0,4,,Guard,Inactive,2016.0,Y,Undrafted,,,1610612747,0,LAL,
1626192,Pat,Connaughton,P. Connaughton,19930106,Notre Dame,USA,Notre Dame/USA,6-5,209.0,5,24.0,Guard,Active,2015.0,N,2015,2.0,41.0,1610612749,0,MIL,
1626196,Josh,Richardson,J. Richardson,19930915,Tennessee,USA,Tennessee/USA,6-5,200.0,5,0.0,Guard,Active,2015.0,Y,2015,2.0,40.0,1610612755,0,PHI,
1626203,Treveon,Graham,T. Graham,19931028,Va Commonwealth,USA,Virginia Commonwealth/USA,6-5,219.0,4,2.0,Guard,Inactive,2016.0,Y,Undrafted,,,1610612750,1610612737,MIN,ATL
1626204,Larry,Nance Jr.,L. Nance Jr.,19930101,Wyoming,USA,Wyoming/USA,6-7,245.0,5,22.0,Forward,Active,2015.0,N,2015,1.0,27.0,1610612739,0,CLE,
1626209,Mario,Hezonja,M. Hezonja,19950225,,Croatia,FC Barcelona/Croatia,6-8,220.0,5,44.0,Forward,Inactive,2015.0,N,2015,1.0,5.0,1610612757,0,POR,
